make,model,transmission,engine_size,fuel_type,city_mpg,highway_mpg,combined_mpg,year
CHEVROLET,Spark ,5MT,995,Petrol,42.8,67.3,55.4,2012
CHEVROLET,Spark ,5MT,995,Petrol,42.8,67.3,55.4,2012
CHEVROLET,Spark ,5MT,1206,Petrol,42.8,67.3,55.4,2012
CHEVROLET,Spark ,5MT,1206,Petrol,42.8,67.3,55.4,2012
CHEVROLET,Spark ,5MT,1206,Petrol,42.8,67.3,55.4,2012
CHEVROLET,Spark ,5MT,995,Petrol,42.8,67.3,55.4,2012
CHEVROLET,Spark ,5MT,1206,Petrol,42.8,67.3,55.4,2012
CHRYSLER JEEP,Chrysler 300C ,A5,2987,Diesel,29.7,49.6,39.8,2012
CHRYSLER JEEP,Chrysler 300C ,A5,2987,Diesel,29.4,47.9,39.2,2012
CHRYSLER JEEP,Chrysler 300C ,A5,2987,Diesel,29.7,49.6,39.8,2012
CHRYSLER JEEP,Chrysler 300C ,A5,2987,Diesel,29.4,47.9,39.2,2012
CHRYSLER JEEP,Chrysler 300C ,A5,6417,Petrol,13.8,32.5,21.7,2012
CHRYSLER JEEP,Chrysler Delta,M6,1368,Petrol,34.9,54.4,44.8,2012
CHRYSLER JEEP,Chrysler Delta,M6,1368,Petrol,38.7,58.9,49.6,2012
CHRYSLER JEEP,Chrysler Delta,S/A6,1598,Diesel,49.6,72.4,61.4,2012
CHRYSLER JEEP,Chrysler Delta,M6,1598,Diesel,48.7,70.6,60.1,2012
CHRYSLER JEEP,Chrysler Delta,M6,1956,Diesel,42.2,67.3,55.4,2012
CHRYSLER JEEP,Chrysler Grand Voyager ,A6,2776,Diesel,26.9,44.8,35.8,2012
CHRYSLER JEEP,Chrysler Ypsilon ,M5,875,Petrol,56.5,74.29999999999998,67.3,2012
CHRYSLER JEEP,Chrysler Ypsilon ,A5,875,Petrol,57.6,76.29999999999998,68.9,2012
CHRYSLER JEEP,Chrysler Ypsilon ,M5,1242,Petrol,44.1,65.7,55.4,2012
CHRYSLER JEEP,Chrysler Ypsilon ,M5,1242,Petrol,44.1,68.9,57.6,2012
CHRYSLER JEEP,Chrysler Ypsilon ,M5,1248,Diesel,60.1,88.29999999999998,74.29999999999998,2012
CHRYSLER JEEP,Jeep Compass MY 2011,M5,1998,Petrol,27.7,46.3,37.2,2012
CHRYSLER JEEP,Jeep Compass MY 2011,M6,2143,Diesel,38.2,52.3,46.3,2012
CHRYSLER JEEP,Jeep Compass MY 2011,M6,2143,Diesel,35.8,47.9,42.8,2012
CHRYSLER JEEP,Jeep Compass MY 2011,CVT,2359,Petrol,25.0,40.4,32.8,2012
CHRYSLER JEEP,Jeep Compass ,M5,1998,Petrol,27.7,46.3,37.2,2012
CHRYSLER JEEP,Jeep Compass ,M6,2143,Diesel,38.2,52.3,46.3,2012
CHRYSLER JEEP,Jeep Compass ,M6,2143,Diesel,35.8,47.9,42.8,2012
CHRYSLER JEEP,Jeep Compass ,CVT,2359,Petrol,25.0,40.4,32.8,2012
CHRYSLER JEEP,Jeep Grand Cherokee (WK) MY 2011,A5,5654,Petrol,17.7,32.1,24.8,2012
CHRYSLER JEEP,Jeep Grand Cherokee (WK) MY 2011,A5,2987,Diesel,27.4,39.2,34.0,2012
CHRYSLER JEEP,Jeep Grand Cherokee ,A5,2987,Diesel,27.4,39.2,34.0,2012
CHRYSLER JEEP,Jeep Grand Cherokee ,A5,2987,Diesel,27.4,39.2,34.0,2012
CHRYSLER JEEP,Jeep Grand Cherokee ,A5,6417,Petrol,13.5,28.0,20.0,2012
CHRYSLER JEEP,Jeep Patriot MY 2011,CVT,2359,Petrol,24.8,39.2,32.5,2012
CHRYSLER JEEP,Jeep Patriot MY 2011,M6,2143,Diesel,35.8,47.9,42.8,2012
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,M6,2776,Diesel,34.0,43.5,39.8,2012
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,A5,2776,Diesel,29.1,39.8,34.9,2012
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,A4,3778,Petrol,16.7,31.4,23.7,2012
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,A4,3778,Petrol,16.3,31.4,23.3,2012
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,M6,3778,Petrol,16.3,30.7,23.2,2012
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,A5,2776,Diesel,27.4,35.8,32.8,2012
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,A4,3778,Petrol,16.3,30.4,23.0,2012
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,M6,3778,Petrol,16.2,29.7,22.8,2012
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,A4,3778,Petrol,16.1,30.1,22.8,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,2776,Diesel,29.1,39.8,34.9,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,2776,Diesel,28.2,38.7,34.0,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,2776,Diesel,27.7,36.7,32.8,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,2776,Diesel,27.4,35.8,32.1,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,3604,Petrol,18.1,32.1,25.0,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,3604,Petrol,17.5,30.7,24.1,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,M6,3604,Petrol,17.7,32.1,24.8,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,3604,Petrol,17.9,30.7,24.4,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,M6,3604,Petrol,17.0,31.0,23.9,2012
CHRYSLER JEEP,Jeep Wrangler MY 2012,A5,3604,Petrol,17.7,29.7,23.7,2012
CITROEN,Berlingo Multispace,AMT6,1560,Diesel,55.4,62.8,58.9,2012
CITROEN,Berlingo Multispace,AMT6,1560,Diesel,55.4,62.8,58.9,2012
CITROEN,Berlingo Multispace,M5,1560,Diesel,46.3,57.6,53.3,2012
CITROEN,Berlingo Multispace,M5,1560,Diesel,46.3,57.6,53.3,2012
CITROEN,Berlingo Multispace,M5,1560,Diesel,44.1,60.1,53.3,2012
CITROEN,Berlingo Multispace,M5,1560,Diesel,46.3,61.4,54.3,2012
CITROEN,Berlingo Multispace,M5,1560,Diesel,45.6,58.9,53.3,2012
CITROEN,Berlingo Multispace,M5,1560,Diesel,46.3,61.4,54.3,2012
CITROEN,Berlingo Multispace,M5,1598,Petrol,29.4,49.6,39.8,2012
CITROEN,Berlingo Multispace,M5,1598,Petrol,29.4,49.6,39.8,2012
CITROEN,C1,M5,998,Petrol,52.3,70.6,62.8,2012
CITROEN,C1,M5,998,Petrol,52.3,70.6,62.8,2012
CITROEN,C1,AMT5,998,Petrol,51.4,68.9,61.4,2012
CITROEN,C1 April 2012 onwards,M5,998,Petrol,55.4,74.29999999999998,65.7,2012
CITROEN,C1 April 2012 onwards,M5,998,Petrol,55.4,74.29999999999998,65.7,2012
CITROEN,C1 April 2012 onwards,AMT5,998,Petrol,52.3,70.6,62.8,2012
CITROEN,C3,M5,1124,Petrol,35.3,57.6,47.1,2012
CITROEN,C3,M5,1124,Petrol,35.8,57.6,47.9,2012
CITROEN,C3,M5,1360,Petrol,35.3,57.6,47.1,2012
CITROEN,C3,M5,1360,Petrol,34.0,56.5,44.8,2012
CITROEN,C3,M6,1560,Diesel,61.4,83.09999999999998,74.29999999999998,2012
CITROEN,C3,AMT5,1398,Diesel,78.5,88.29999999999998,83.09999999999998,2012
CITROEN,C3,M5,1560,Diesel,64.2,85.59999999999998,76.29999999999998,2012
CITROEN,C3,M5,1398,Diesel,62.8,83.09999999999998,74.29999999999998,2012
CITROEN,C3,M5,1398,Diesel,61.4,80.7,72.4,2012
CITROEN,C3,M5,1598,Petrol,35.8,58.9,47.9,2012
CITROEN,C3,A4,1598,Petrol,30.1,56.5,42.8,2012
CITROEN,C3,M5,1397,Petrol,36.7,57.6,47.9,2012
CITROEN,C3,M5,1397,Petrol,37.2,58.9,48.7,2012
CITROEN,C3,AMT5,1397,Petrol,37.7,62.8,50.4,2012
CITROEN,C3,AMT5,1397,Petrol,38.2,64.2,51.4,2012
CITROEN,C3 Picasso,M6,1560,Diesel,46.3,68.9,58.9,2012
CITROEN,C3 Picasso,M5,1560,Diesel,51.4,70.6,61.4,2012
CITROEN,C3 Picasso,M5,1598,Petrol,31.4,57.6,44.1,2012
CITROEN,C3 Picasso,AMT6,1560,Petrol,35.3,58.9,47.1,2012
CITROEN,C3 Picasso,M5,1397,Petrol,33.6,55.4,44.8,2012
CITROEN,C4,AMT6,1560,Diesel,67.3,80.7,74.29999999999998,2012
CITROEN,C4,AMT6,1560,Diesel,57.6,74.29999999999998,67.3,2012
CITROEN,C4,M6,1560,Diesel,48.7,72.4,61.4,2012
CITROEN,C4,M6,1560,Diesel,47.9,70.6,60.1,2012
CITROEN,C4,M6,1997,Diesel,42.8,68.9,56.5,2012
CITROEN,C4,M5,1560,Diesel,54.3,78.5,67.3,2012
CITROEN,C4,AMT6,1598,Petrol,32.8,55.4,44.1,2012
CITROEN,C4,M5,1598,Petrol,32.1,60.1,45.6,2012
CITROEN,C4,A4,1598,Petrol,28.2,55.4,40.9,2012
CITROEN,C4,M5,1598,Petrol,31.7,58.9,44.8,2012
CITROEN,C4,M5,1397,Petrol,34.4,57.6,46.3,2012
CITROEN,C4 Picasso,AMT6,1560,Diesel,55.4,62.8,58.9,2012
CITROEN,C4 Picasso,AMT6,1560,Diesel,53.3,60.1,56.5,2012
CITROEN,C4 Picasso,M6,1560,Diesel,46.3,62.8,55.4,2012
CITROEN,C4 Picasso,M6,1997,Diesel,42.2,62.8,53.3,2012
CITROEN,C4 Picasso,AMT6,1997,Diesel,42.8,62.8,53.3,2012
CITROEN,C4 Picasso,M6,1997,Diesel,41.5,58.9,52.3,2012
CITROEN,C4 Picasso,AMT6,1598,Petrol,31.0,50.4,40.9,2012
CITROEN,C4 Picasso,M5,1598,Petrol,30.4,52.3,40.9,2012
CITROEN,C5 Saloon,AMT6,1560,Diesel,54.3,68.9,62.8,2012
CITROEN,C5 Saloon,M5,1560,Diesel,47.1,64.2,56.5,2012
CITROEN,C5 Saloon,M6,1997,Diesel,44.1,68.9,57.6,2012
CITROEN,C5 Saloon,A6,1997,Diesel,34.4,55.4,45.6,2012
CITROEN,C5 Saloon,M6,1598,Petrol,30.4,55.4,42.2,2012
CITROEN,C5 Saloon,A6,2992,Diesel,28.5,49.6,39.2,2012
CITROEN,C5 Tourer,AMT6,1560,Diesel,54.3,68.9,62.8,2012
CITROEN,C5 Tourer,M5,1560,Diesel,47.1,64.2,56.5,2012
CITROEN,C5 Tourer,M6,1997,Diesel,42.8,65.7,55.4,2012
CITROEN,C5 Tourer,A6,1997,Diesel,34.4,55.4,45.6,2012
CITROEN,C5 Tourer,A6,2992,Diesel,28.5,49.6,39.2,2012
CITROEN,C6,A6,2992,Diesel,28.2,48.7,38.7,2012
CITROEN,C-Crosser,M6,2179,Diesel,32.8,50.4,42.2,2012
CITROEN,C-Crosser,AMT6,2179,Diesel,32.1,48.7,40.9,2012
CITROEN,Dispatch Combi,M6,1997,Diesel,34.4,44.8,40.4,2012
CITROEN,Dispatch Combi,M6,1997,Diesel,37.2,47.1,42.8,2012
CITROEN,Dispatch Combi,M6,1997,Diesel,34.4,44.8,40.4,2012
CITROEN,Dispatch Combi,M6,1997,Diesel,37.2,47.1,42.8,2012
CITROEN,Dispatch Combi,M6,1997,Diesel,34.4,44.8,40.4,2012
CITROEN,Dispatch Combi,M6,1997,Diesel,34.9,46.3,41.5,2012
CITROEN,DS3,M6,1560,Diesel,61.4,83.09999999999998,74.29999999999998,2012
CITROEN,DS3,M5,1560,Diesel,64.2,85.59999999999998,76.29999999999998,2012
CITROEN,DS3,M5,1560,Diesel,65.7,88.29999999999998,78.5,2012
CITROEN,DS3,M6,1560,Diesel,52.3,80.7,67.3,2012
CITROEN,DS3,M6,1598,Petrol,30.1,55.4,42.2,2012
CITROEN,DS3,M6,1598,Petrol,34.4,60.1,47.1,2012
CITROEN,DS3,M6,1598,Petrol,32.5,57.6,44.1,2012
CITROEN,DS3,M5,1598,Petrol,35.3,57.6,47.1,2012
CITROEN,DS3,A4,1598,Petrol,30.1,56.5,42.8,2012
CITROEN,DS3,M5,1598,Petrol,35.8,58.9,47.9,2012
CITROEN,DS3,M5,1397,Petrol,37.2,58.9,48.7,2012
CITROEN,DS4,AMT6,1560,Diesel,58.9,68.9,64.2,2012
CITROEN,DS4,M6,1560,Diesel,47.9,70.6,60.1,2012
CITROEN,DS4,M6,1997,Diesel,42.8,65.7,55.4,2012
CITROEN,DS4,AMT6,1598,Petrol,31.4,55.4,43.5,2012
CITROEN,DS4,A6,1598,Petrol,26.6,47.1,36.7,2012
CITROEN,DS4,M6,1598,Petrol,33.6,54.3,44.1,2012
CITROEN,DS4,M5,1598,Petrol,34.0,56.5,45.6,2012
CITROEN,DS5,AMT6,1560,Diesel,58.9,67.3,64.2,2012
CITROEN,DS5,M6,1997,Diesel,44.1,64.2,55.4,2012
CITROEN,DS5,A6,1997,Diesel,35.8,55.4,46.3,2012
CITROEN,DS5,A6,1997,Diesel,36.7,57.6,47.9,2012
CITROEN,DS5,M6,1997,Diesel,44.8,68.9,57.6,2012
CITROEN,DS5,M6,1598,Petrol,31.7,51.4,42.2,2012
CITROEN,Grand C4 Picasso,AMT6,1560,Diesel,52.3,61.4,57.6,2012
CITROEN,Grand C4 Picasso,AMT6,1560,Diesel,52.3,58.9,56.5,2012
CITROEN,Grand C4 Picasso,M6,1560,Diesel,45.6,61.4,54.3,2012
CITROEN,Grand C4 Picasso,AMT6,1560,Diesel,47.1,58.9,54.3,2012
CITROEN,Grand C4 Picasso,M6,1997,Diesel,42.2,62.8,53.3,2012
CITROEN,Grand C4 Picasso,AMT6,1997,Diesel,42.8,62.8,53.3,2012
CITROEN,Grand C4 Picasso,M6,1997,Diesel,41.5,58.9,52.3,2012
CITROEN,Grand C4 Picasso,AMT6,1598,Petrol,31.0,49.6,40.4,2012
CITROEN,Grand C4 Picasso,M5,1598,Petrol,30.4,52.3,40.9,2012
CITROEN,Nemo Multispace,M5,1248,Diesel,49.6,74.29999999999998,62.8,2012
CITROEN,Nemo Multispace,AMT5,1248,Diesel,56.5,74.29999999999998,67.3,2012
CORVETTE,C6 Coup´┐¢ & Convertible Model Year 2012,M6,6162,Petrol,13.6,30.1,20.8,2012
CORVETTE,C6 Coup´┐¢ & Convertible Model Year 2012,M6,6162,Petrol,13.1,30.4,20.5,2012
CORVETTE,C6 Coup´┐¢ & Convertible Model Year 2012,A6,6162,Petrol,14.9,31.7,22.4,2012
CORVETTE,Grand Sport Coup´┐¢ Model Year 2012,A6,6162,Petrol,14.9,31.7,22.4,2012
CORVETTE,Grand Sport Coup´┐¢ Model Year 2012,M6,6162,Petrol,13.1,30.4,20.5,2012
CORVETTE,Z06 Model Year 2012,M6,7011,Petrol,13.2,30.1,20.5,2012
CORVETTE,ZR1 Model Year 2012,M6,6162,Petrol,13.6,27.7,20.0,2012
CORVETTE,ZR1 Model Year 2012,M6,6162,Petrol,13.5,26.2,19.5,2012
FERRARI,All Models,M7,4497,Petrol,14.3,29.1,21.2,2012
FERRARI,All Models,M7,4497,Petrol,17.9,30.0,24.0,2012
FERRARI,All Models,M6,5999,Petrol,10.7,22.6,16.0,2012
FERRARI,All Models,M6,5999,Petrol,10.7,22.6,16.0,2012
FERRARI,All Models,M7,4297,Petrol,14.6,30.1,21.6,2012
FERRARI,All Models,M7,4297,Petrol,17.1,32.8,24.5,2012
FERRARI,All Models,M7,6262,Petrol,11.0,25.9,17.3,2012
FERRARI,All Models,M7,6262,Petrol,12.0,26.4,18.3,2012
FIAT,500 and 500C,M5,1242,Petrol,49.6,65.7,58.9,2012
FIAT,500 and 500C,M5,875,Petrol,60.1,78.5,70.6,2012
FIAT,500 and 500C,SAT5,875,Petrol,64.2,78.5,72.4,2012
FIAT,500 and 500C,SAT5,1242,Petrol,50.4,68.9,60.1,2012
FIAT,500 and 500C,M5,1248,Diesel,56.5,85.59999999999998,72.4,2012
FIAT,Bravo,M6,1368,Petrol,34.9,54.3,44.8,2012
FIAT,Bravo,M6,1368,Petrol,38.7,58.9,49.6,2012
FIAT,Bravo,SAT6,1598,Diesel,47.9,74.29999999999998,61.4,2012
FIAT,Bravo,M6,1598,Diesel,50.4,76.29999999999998,64.2,2012
FIAT,Bravo,M6,1956,Diesel,42.2,67.3,55.4,2012
FIAT,Doblo,M5,1368,Petrol,30.4,47.9,39.2,2012
FIAT,Doblo,M5,1368,Petrol,29.7,46.3,38.2,2012
FIAT,Doblo,M6,1598,Diesel,46.3,60.1,54.3,2012
FIAT,Doblo,M6,1598,Diesel,44.1,53.3,49.6,2012
FIAT,Doblo,SAT5,1598,Diesel,50.4,60.1,56.5,2012
FIAT,Doblo,SAT5,1598,Diesel,45.6,51.4,48.7,2012
FIAT,Doblo,M6,1956,Diesel,42.2,55.4,49.6,2012
FIAT,Doblo,M6,1956,Diesel,41.5,51.4,47.1,2012
FIAT,Fiorino,M5,1248,Diesel,55.4,74.29999999999998,65.7,2012
FIAT,Fiorino,SAT6,1248,Diesel,56.5,74.29999999999998,67.3,2012
FIAT,Fiorino,M5,1248,Diesel,54.3,74.29999999999998,65.7,2012
FIAT,New Panda,M5,1242,Petrol,42.2,65.7,54.3,2012
FIAT,New Panda,M5,875,Petrol,56.5,74.29999999999998,67.3,2012
FIAT,New Panda,SAT5,875,Petrol,58.9,76.29999999999998,68.9,2012
FIAT,New Panda,M5,1248,Diesel,60.1,80.7,72.4,2012
FIAT,Punto,M5,1242,Petrol,42.2,64.2,54.3,2012
FIAT,Punto,M6,875,Petrol,57.6,74.29999999999998,67.3,2012
FIAT,Punto,M5,1248,Diesel,64.2,97.4,80.7,2012
FIAT,Punto,M5,1248,Diesel,54.3,80.7,68.9,2012
FIAT,Punto,M6,1368,Petrol,38.2,60.1,49.6,2012
FIAT,Punto,M5,1368,Petrol,38.7,61.4,50.4,2012
FIAT,Punto,M5,1368,Petrol,38.2,60.1,49.6,2012
FIAT,Punto,SAT5,1368,Petrol,42.2,61.4,52.3,2012
FIAT,Qubo,M5,1248,Diesel,57.6,78.5,68.9,2012
FIAT,Qubo,SAT5,1248,Diesel,58.9,76.29999999999998,68.9,2012
FIAT,Qubo,M5,1248,Diesel,57.6,78.5,68.9,2012
FIAT,Qubo,M5,1360,Petrol,34.4,50.4,42.8,2012
FIAT,Scudo,M6,1997,Diesel,34.4,44.8,40.4,2012
FIAT,Scudo,M6,1997,Diesel,34.4,44.8,40.4,2012
FORD,B-MAX Model Year Post 2012´┐¢,M5,998,Petrol,42.8,65.7,55.4,2012
FORD,B-MAX Model Year Post 2012´┐¢,M5,998,Petrol,47.1,67.3,57.6,2012
FORD,B-MAX Model Year Post 2012´┐¢,M5,1388,Petrol,35.8,57.6,47.1,2012
FORD,B-MAX Model Year Post 2012´┐¢,M5,1499,Diesel,58.9,74.29999999999998,68.9,2012
FORD,B-MAX Model Year Post 2012´┐¢,A6,1596,Petrol,32.8,55.4,44.1,2012
FORD,B-MAX Model Year Post 2012´┐¢,M5,1560,Diesel,60.1,78.5,70.6,2012
FORD,C-MAX Model Year Post 2012´┐¢,M5,1596,Petrol,33.6,54.3,44.1,2012
FORD,C-MAX Model Year Post 2012´┐¢,M5,1596,Petrol,33.6,54.3,44.1,2012
FORD,C-MAX Model Year Post 2012´┐¢,M6,1560,Diesel,52.3,68.9,61.4,2012
FORD,C-MAX Model Year Post 2012´┐¢,M6,1596,Petrol,35.3,53.3,44.1,2012
FORD,C-MAX Model Year Post 2012´┐¢,M6,1997,Diesel,44.1,64.2,55.4,2012
FORD,C-MAX Model Year Post 2012´┐¢,A6,1997,Diesel,39.8,58.9,50.4,2012
FORD,C-MAX Model Year Pre 2012´┐¢,M6,1596,Petrol,35.3,53.3,44.1,2012
FORD,C-MAX Model Year Pre 2012´┐¢,M5,1596,Petrol,32.5,53.3,42.8,2012
FORD,C-MAX Model Year Pre 2012´┐¢,M5,1596,Petrol,32.5,53.3,42.8,2012
FORD,C-MAX Model Year Pre 2012´┐¢,M6,1560,Diesel,52.3,68.9,61.4,2012
FORD,C-MAX Model Year Pre 2012´┐¢,M6,1596,Petrol,35.3,53.3,44.1,2012
FORD,C-MAX Model Year Pre 2012´┐¢,M6,1997,Diesel,44.1,64.2,55.4,2012
FORD,C-MAX Model Year Pre 2012´┐¢,A6,1997,Diesel,39.8,58.9,50.4,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1242,Petrol,39.8,65.7,52.3,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1242,Petrol,39.8,65.7,52.3,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1388,Petrol,37.2,62.8,49.6,2012
FORD,Fiesta Model Year Post 2012´┐¢,A4,1388,Petrol,32.8,56.5,44.1,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1399,Diesel,60.1,80.7,70.6,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1596,Petrol,36.2,62.8,48.7,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1596,Petrol,35.3,58.9,47.9,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1560,Diesel,57.6,78.5,68.9,2012
FORD,Fiesta Model Year Post 2012´┐¢,M5,1560,Diesel,64.2,88.29999999999998,78.5,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1242,Petrol,39.8,65.7,52.3,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1242,Petrol,39.8,65.7,52.3,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1388,Petrol,37.2,62.8,49.6,2012
FORD,Fiesta Model Year Pre 2012´┐¢,A4,1388,Petrol,32.8,56.5,44.1,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1399,Diesel,60.1,80.7,70.6,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1596,Petrol,36.2,62.8,48.7,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1596,Petrol,35.3,58.9,47.9,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1560,Diesel,57.6,78.5,68.9,2012
FORD,Fiesta Model Year Pre 2012´┐¢,M5,1560,Diesel,64.2,88.29999999999998,78.5,2012
FORD,Focus Model Year Post 2012´┐¢,M5,1596,Petrol,35.3,60.1,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,M5,1596,Petrol,34.9,58.9,47.1,2012
FORD,Focus Model Year Post 2012´┐¢,M5,1596,Petrol,35.3,60.1,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,A6,1596,Petrol,30.4,58.9,44.1,2012
FORD,Focus Model Year Post 2012´┐¢,M5,1596,Petrol,34.9,58.9,47.1,2012
FORD,Focus Model Year Post 2012´┐¢,A6,1596,Petrol,30.4,58.9,44.1,2012
FORD,Focus Model Year Post 2012´┐¢,M5,1596,Petrol,35.3,60.1,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1596,Petrol,37.2,57.6,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1596,Petrol,37.2,57.6,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1596,Petrol,37.2,57.6,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1596,Petrol,37.2,57.6,47.9,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1997,Diesel,46.3,68.9,57.6,2012
FORD,Focus Model Year Post 2012´┐¢,A6,1997,Diesel,42.8,65.7,54.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1997,Diesel,46.3,68.9,57.6,2012
FORD,Focus Model Year Post 2012´┐¢,A6,1997,Diesel,42.8,65.7,54.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1997,Diesel,46.3,68.9,57.6,2012
FORD,Focus Model Year Post 2012´┐¢,A6,1997,Diesel,42.8,65.7,54.3,2012
FORD,Focus Model Year Post 2012´┐¢,M6,1997,Diesel,46.3,68.9,57.6,2012
FORD,Focus Model Year Post 2012´┐¢,A6,1997,Diesel,42.8,65.7,54.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1596,Petrol,34.0,56.5,45.6,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1596,Petrol,36.7,56.5,47.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol,35.3,60.1,47.9,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol,34.9,58.9,47.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol,35.3,60.1,47.9,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol/E85 (Flex Fuel),25.9,44.1,34.9,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol,35.3,60.1,47.9,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol,34.9,58.9,47.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol/E85 (Flex Fuel),25.0,43.5,34.0,2012
FORD,Focus Model Year Pre 2012´┐¢,M5,1596,Petrol,34.9,58.9,47.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1560,Diesel,55.4,76.29999999999998,67.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1596,Petrol,36.7,56.5,47.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1596,Petrol,36.7,56.5,47.1,2012
FORD,Focus Model Year Pre 2012´┐¢,A6,1976,Petrol,31.0,57.6,44.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1976,Petrol,29.4,56.5,42.2,2012
FORD,Focus Model Year Pre 2012´┐¢,A6,1976,Petrol,31.0,57.6,44.1,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1976,Petrol,29.4,56.5,42.2,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1997,Diesel,44.8,67.3,56.5,2012
FORD,Focus Model Year Pre 2012´┐¢,A6,1997,Diesel,41.5,64.2,53.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1997,Diesel,44.8,67.3,56.5,2012
FORD,Focus Model Year Pre 2012´┐¢,A6,1997,Diesel,41.5,64.2,53.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1997,Diesel,44.8,67.3,56.5,2012
FORD,Focus Model Year Pre 2012´┐¢,A6,1997,Diesel,41.5,64.2,53.3,2012
FORD,Focus Model Year Pre 2012´┐¢,M6,1997,Diesel,44.8,67.3,56.5,2012
FORD,Focus Model Year Pre 2012´┐¢,A6,1997,Diesel,41.5,64.2,53.3,2012
FORD,Fusion Model Year Post 2011,M5,1388,Petrol,32.1,52.3,42.8,2012
FORD,Fusion Model Year Post 2011,M5,1596,Petrol,31.0,52.3,42.2,2012
